task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,2,0.2083,False,3004,2702,5706,896,29.56,3,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,0,0.5833,False,9938,41684,51622,0,295.84,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,10514,68095,78609,0,500.13,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,2,0.5833,False,10273,50509,60782,0,372.84,4,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,0,0.5833,False,1194,12497,13691,1024,101.72,1,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,1,0.5833,False,1194,17080,18274,1152,120.23,1,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,2,0.5833,False,1194,9099,10293,1152,66.31,1,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,6529,15060,21589,4096,113.69,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,1,0.5833,False,6866,9897,16763,4608,75.05,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,7296,15484,22780,4224,119.3,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,0,0.5833,False,6859,8238,15097,4096,64.6,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,1,0.375,False,6657,12786,19443,4096,103.07,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,2,0.5833,False,6808,7613,14421,4608,61.06,4,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,8782,11862,20644,3968,88.78,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,8661,15104,23765,4096,117.37,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,9272,12671,21943,4224,91.9,5,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,0,0.5833,False,6961,13858,20819,4736,116.4,4,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,1,0.5833,False,6681,15684,22365,4096,122.22,4,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,2,0.5833,False,6702,9136,15838,4096,73.54,4,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,0,0.5833,False,4878,7217,12095,0,56.72,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,1,0.5833,False,4711,7166,11877,0,52.19,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,2,0.5833,False,4433,6586,11019,0,53.05,3,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,0,0.5833,False,1041,4290,5331,896,35.08,1,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,1,0.5833,False,1041,1472,2513,1024,12.24,1,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,2,0.5833,False,1041,4096,5137,1024,36.37,1,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,0,0.5833,False,3438,1496,4934,2432,13.99,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,1,0.5833,False,3423,1969,5392,2432,18.89,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,3511,1941,5452,2688,17.02,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,0,0.5833,False,3474,2072,5546,2432,17.92,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,1,0.375,False,3519,2649,6168,2432,22.46,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,2,0.5833,False,3532,2048,5580,2432,17.86,3,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,4537,3370,7907,2304,33.85,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,4771,2580,7351,2432,22.77,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,4550,1685,6235,2432,14.3,4,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,0,0.5833,False,3532,2765,6297,2816,26.38,3,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,1,0.375,False,3563,1551,5114,2432,12.74,3,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,2,0.375,False,3421,1351,4772,2432,13.16,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.7778,False,7154,22125,29279,0,178.63,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.75,False,6696,4960,11656,0,34.93,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.8611,False,5757,14723,20480,0,133.1,3,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,0,0.8611,False,1386,10482,11868,1280,89.98,1,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,1,0.8611,False,1386,2302,3688,1280,19.95,1,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,2,0.625,False,1386,1071,2457,1280,11.05,1,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.5833,False,4755,2869,7624,3840,27.91,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.6528,False,5017,3744,8761,3584,36.02,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,4694,3104,7798,3584,32.14,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,0,0.8611,False,5325,8317,13642,3584,80.24,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,1,0.5694,False,5204,3439,8643,3584,31.2,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,2,0.7917,False,4724,4572,9296,3584,45.66,3,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,0,0.875,False,6747,4554,11301,3456,39.25,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,1,0.8611,False,6209,6098,12307,3840,55.11,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,2,0.7917,False,6565,6896,13461,3584,66.0,4,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,0,0.3611,False,4674,3714,8388,3840,35.01,3,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,1,0.4444,False,4873,5578,10451,3584,50.77,3,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,2,0.4444,False,5117,4641,9758,3584,44.57,3,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,deepseek-v4-flash,0,0.625,False,10211,22494,32705,0,198.29,5,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,deepseek-v4-flash,1,0.6948,False,11999,30188,42187,0,266.73,5,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,deepseek-v4-flash,2,0.625,False,10608,31829,42437,0,276.92,5,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,deepseek-v4-flash,0,0.2083,False,5735,20584,26319,0,205.2,4,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,5101,21922,27023,0,207.22,4,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,4779,24325,29104,0,235.83,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,4440,11455,15895,0,110.51,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,4585,12335,16920,0,121.42,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,5001,9980,14981,0,99.31,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,0,0.25,False,8394,20855,29249,0,187.18,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,1,0.4583,False,7301,22780,30081,0,214.04,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,2,0.4583,False,7753,27046,34799,0,255.49,5,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,3654,6253,9907,0,46.9,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,1,1.0,True,3895,8104,11999,0,62.38,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,3198,8398,11596,0,67.41,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.5212,False,5028,12126,17154,0,108.28,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.501,False,4795,18622,23417,0,164.75,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.4167,False,5509,13801,19310,0,127.05,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,0,1.0,True,13194,7410,20604,0,55.06,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,1,1.0,True,13300,4363,17663,0,33.63,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,2,1.0,True,13106,4757,17863,0,37.86,4,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,5991,16686,22677,0,118.95,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,1,0.7917,False,5999,8818,14817,0,67.84,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,6850,17713,24563,0,129.42,3,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.4821,False,5098,9786,14884,0,91.96,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.5937,False,4371,12547,16918,0,119.35,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.6071,False,4987,13797,18784,0,123.01,4,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,9177,27070,36247,0,231.56,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,8545,22794,31339,0,181.42,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,2,0.3438,False,9225,23093,32318,0,205.39,5,""
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,0,0.8125,False,5089,6478,11567,0,48.42,4,""
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,1,0.8125,False,4882,5761,10643,0,48.38,4,""
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,2,0.8125,False,4831,16085,20916,0,123.24,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.7292,False,5886,17840,23726,0,170.26,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.7292,False,5951,18443,24394,0,176.82,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.7292,False,6312,14112,20424,0,132.52,4,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,0,0.5833,False,10494,56346,66840,0,438.36,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,1,0.5833,False,10574,74532,85106,0,584.6,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,2,0.5833,False,10118,71665,81783,0,574.26,5,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,0,0.5833,False,5449,9105,14554,0,80.38,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,1,0.5833,False,5594,7075,12669,0,65.59,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,2,0.5833,False,5471,10941,16412,0,98.9,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.75,False,7301,9462,16763,0,88.84,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.8611,False,7446,9955,17401,0,96.65,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.8611,False,7110,18836,25946,0,176.07,4,""
