task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,2,1.0,True,4436,5324,9760,0,48.77,4,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,0,1.0,True,3669,6178,9847,0,48.67,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,1,1.0,True,3934,12820,16754,0,104.68,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,2,1.0,True,4117,3759,7876,0,30.29,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,0,0.7917,False,3556,2763,6319,2560,20.46,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,1,1.0,True,3833,1463,5296,2304,12.22,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,2,0.7917,False,3480,1665,5145,2304,14.43,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,0,1.0,True,3725,1663,5388,2688,13.0,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,1,1.0,True,3584,2023,5607,2304,13.89,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,2,1.0,True,3472,2647,6119,2560,21.12,3,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,4905,10477,15382,1792,85.82,4,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,4949,2855,7804,2560,22.99,4,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,5180,5024,10204,2688,37.63,4,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,0,1.0,True,3799,2912,6711,2688,24.26,3,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,1,1.0,True,3547,1879,5426,2560,17.09,3,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,2,1.0,True,3629,1605,5234,2688,14.81,3,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,0,0.7917,False,444,4759,5203,384,46.91,1,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,1,0.7917,False,444,3268,3712,384,36.31,1,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,2,0.7917,False,444,2192,2636,384,23.17,1,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.7917,False,6651,15269,21920,0,156.34,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.7917,False,6482,14175,20657,0,149.92,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.7917,False,6259,10793,17052,0,109.07,4,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.7917,False,4851,11020,15871,0,110.29,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.7917,False,4632,16448,21080,0,140.91,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.7917,False,5161,7783,12944,0,61.0,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.5833,False,3026,3070,6096,1280,33.69,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,2634,2366,5000,1152,25.04,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,2902,3961,6863,1152,41.72,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,0,0.7917,False,2942,4691,7633,1280,50.87,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,1,0.7917,False,2728,2394,5122,768,27.56,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,2,0.7917,False,2618,2187,4805,1152,24.4,3,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,5635,11417,17052,1280,97.58,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,5222,8133,13355,768,66.15,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,4560,6956,11516,1152,55.3,4,""
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,0,0.5833,False,2908,3872,6780,768,45.78,3,""
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,1,0.5833,False,2827,2496,5323,768,29.91,3,""
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,2,0.5833,False,2742,2896,5638,1280,33.81,3,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,0,0.5833,False,1129,10219,11348,0,73.53,1,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,1,0.5833,False,1129,22772,23901,1024,176.82,1,""
t-PROJ-H-03,project,high_coupling,single,deepseek-v4-flash,2,0.5833,False,1129,11983,13112,1024,89.87,1,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,0,0.5833,False,9862,57004,66866,0,482.65,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,1,0.5833,False,10059,79137,89196,0,601.53,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,deepseek-v4-flash,2,0.5833,False,9961,51395,61356,0,377.52,5,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,0,0.5833,False,10057,51354,61411,0,389.41,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,1,0.5833,False,10025,49601,59626,0,369.91,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,deepseek-v4-flash,2,0.5833,False,9815,57056,66871,0,410.74,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,6135,10664,16799,4352,87.87,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,1,0.5833,False,6164,9825,15989,4352,75.9,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,6527,7530,14057,4352,61.51,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,0,0.5833,False,5636,11270,16906,4352,93.23,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,1,0.375,False,5787,10402,16189,4224,81.65,4,""
t-PROJ-H-03,project,high_coupling,team_concat,deepseek-v4-flash,2,0.5833,False,6335,13184,19519,4736,109.34,4,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,7057,18696,25753,3456,139.85,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,9625,12583,22208,4096,97.44,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,9040,17284,26324,4608,126.85,5,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,0,0.5833,False,5987,8223,14210,4608,67.94,4,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,1,0.5833,False,5839,6016,11855,4224,51.75,4,""
t-PROJ-H-03,project,high_coupling,team_last,deepseek-v4-flash,2,0.5833,False,5966,11609,17575,4608,92.31,4,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,0,0.5833,False,976,6229,7205,0,43.78,1,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,1,0.5833,False,976,3152,4128,896,26.98,1,""
t-PROJ-L-01,project,low_coupling,single,deepseek-v4-flash,2,0.375,False,976,1932,2908,896,17.47,1,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,0,0.5833,False,5405,6618,12023,0,51.22,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,1,0.5833,False,6408,7200,13608,0,56.53,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,deepseek-v4-flash,2,0.5833,False,5207,8672,13879,0,73.62,4,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,0,0.5833,False,5472,8289,13761,0,66.4,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,1,0.5833,False,4396,8677,13073,0,67.06,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,deepseek-v4-flash,2,0.5833,False,4724,11087,15811,0,84.33,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,0,0.5833,False,3122,770,3892,2560,7.99,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,1,0.5833,False,3024,649,3673,2560,6.66,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,3113,1128,4241,2560,10.52,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,0,0.5833,False,3133,743,3876,2432,9.71,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,1,0.375,False,2969,831,3800,2432,8.93,3,""
t-PROJ-L-01,project,low_coupling,team_concat,deepseek-v4-flash,2,0.5833,False,3118,947,4065,2432,9.01,3,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,4232,3443,7675,1536,27.92,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,4139,5349,9488,2304,43.3,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,3933,1392,5325,2432,13.48,4,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,0,0.375,False,2950,672,3622,2432,6.19,3,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,1,0.5833,False,2992,702,3694,2560,7.32,3,""
t-PROJ-L-01,project,low_coupling,team_last,deepseek-v4-flash,2,0.5833,False,3114,695,3809,2432,7.11,3,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,0,1.0,True,1320,2076,3396,0,20.97,1,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,1,1.0,True,1320,1443,2763,1280,14.89,1,""
t-PROJ-M-02,project,medium_coupling,single,deepseek-v4-flash,2,1.0,True,1320,2082,3402,1280,19.61,1,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,0,1.0,True,7681,9892,17573,0,88.97,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,1,1.0,True,6922,15119,22041,0,129.9,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,deepseek-v4-flash,2,1.0,True,7223,10601,17824,0,90.65,4,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,0,1.0,True,6024,12833,18857,0,112.7,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,1,1.0,True,7192,9026,16218,0,81.54,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,deepseek-v4-flash,2,1.0,True,6044,13313,19357,0,107.53,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.7917,False,4751,1643,6394,3456,16.9,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.5833,False,4612,1424,6036,3712,13.83,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.5833,False,4809,1727,6536,3712,17.93,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,0,0.7917,False,4803,1268,6071,3712,13.44,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,1,0.7917,False,4547,1857,6404,3456,19.99,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,deepseek-v4-flash,2,0.7917,False,4397,1403,5800,3456,17.7,3,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,6556,4907,11463,2304,40.96,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,6422,4064,10486,3712,37.13,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,6109,4817,10926,3456,42.27,4,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,0,0.5833,False,4424,1356,5780,3456,15.85,3,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,1,0.5833,False,4647,1559,6206,3712,16.69,3,""
t-PROJ-M-02,project,medium_coupling,team_last,deepseek-v4-flash,2,0.5833,False,4550,1356,5906,3712,14.72,3,""
